Upstream Regulators,8_vs_0,72_vs_8,120_vs_72,128_vs_120,144_vs_128,168_vs_144
IgG2a,N/A,N/A,N/A,N/A,N/A,N/A
FCGR1A,N/A,N/A,N/A,N/A,N/A,N/A
TTN,N/A,N/A,N/A,N/A,N/A,N/A
menin-MLL inhibitor 2,N/A,N/A,N/A,N/A,N/A,N/A
naftifine,N/A,N/A,N/A,N/A,N/A,N/A
CXCL11,N/A,N/A,N/A,N/A,N/A,N/A
ETS/ELK1,N/A,N/A,N/A,N/A,N/A,N/A
AZD3514,N/A,N/A,N/A,N/A,N/A,N/A
FKBPL,N/A,N/A,N/A,N/A,N/A,N/A
PAQR3,N/A,N/A,N/A,N/A,N/A,N/A
PI3K p110,N/A,N/A,N/A,N/A,N/A,N/A
phenformin,N/A,N/A,N/A,N/A,N/A,N/A
TF gene:EGR1,N/A,N/A,N/A,N/A,N/A,N/A
RALGAPB,N/A,N/A,N/A,N/A,N/A,N/A
EHD3,N/A,N/A,N/A,N/A,N/A,N/A
CPI169,N/A,N/A,N/A,N/A,N/A,N/A
anti-miR-222 inhibitor,N/A,N/A,N/A,N/A,N/A,N/A
pamrevlumab,N/A,N/A,N/A,N/A,N/A,N/A
IgD,N/A,N/A,N/A,N/A,N/A,N/A
ITGA1,N/A,N/A,N/A,N/A,N/A,N/A
DEFB103A/DEFB103B,N/A,N/A,N/A,N/A,N/A,N/A
2-hydroxyarachidonic acid,N/A,N/A,N/A,N/A,N/A,N/A
"MEF2C,D:PPARGC1A",N/A,N/A,N/A,N/A,N/A,N/A
PEX14,N/A,N/A,N/A,N/A,N/A,N/A
delta-9-tetrahydrocannabinol,N/A,N/A,N/A,N/A,N/A,N/A
carboxymethylflavin,N/A,N/A,N/A,N/A,N/A,N/A
estradiol valerate,N/A,N/A,N/A,N/A,N/A,N/A
CRHR,N/A,N/A,N/A,N/A,N/A,N/A
CCDC62,N/A,N/A,N/A,N/A,N/A,N/A
trypsin,N/A,N/A,N/A,N/A,N/A,N/A
miR-293-3p (miRNAs w/seed GUGCCGC),N/A,N/A,N/A,N/A,N/A,N/A
HO-3867,N/A,N/A,N/A,N/A,N/A,N/A
TOB2,N/A,N/A,N/A,N/A,N/A,N/A
NBN,N/A,N/A,N/A,N/A,N/A,N/A
GCLM,N/A,N/A,N/A,N/A,N/A,N/A
OSTF1,N/A,N/A,N/A,N/A,N/A,N/A
2-pentadecyl-2-oxazoline,N/A,N/A,N/A,N/A,N/A,N/A
IL18R,N/A,N/A,N/A,N/A,N/A,N/A
GABRG2,N/A,N/A,N/A,N/A,N/A,N/A
mir-3165,N/A,N/A,N/A,N/A,N/A,N/A
SMAD1/5/8/SMAD4,N/A,N/A,N/A,N/A,N/A,N/A
CDC73,N/A,N/A,N/A,N/A,N/A,N/A
mevastatin,N/A,N/A,N/A,N/A,N/A,N/A
Snhg17,N/A,N/A,N/A,N/A,N/A,N/A
PTOV1,N/A,N/A,N/A,N/A,N/A,N/A
KCNA1,N/A,N/A,N/A,N/A,N/A,N/A
acyline,N/A,N/A,N/A,N/A,N/A,N/A
phosphorylethanolamine,N/A,N/A,N/A,N/A,N/A,N/A
Irs4,N/A,N/A,N/A,N/A,N/A,N/A
C1QBP,N/A,N/A,N/A,N/A,N/A,N/A
ZK159222,N/A,N/A,N/A,N/A,N/A,N/A
SLC14A2,N/A,N/A,N/A,N/A,N/A,N/A
bunazosin,N/A,N/A,N/A,N/A,N/A,N/A
SGSM2-AS1,N/A,N/A,N/A,N/A,N/A,N/A
ACTA2-AS1,N/A,N/A,N/A,N/A,N/A,N/A
BRS3,N/A,N/A,N/A,N/A,N/A,N/A
PLPP3,N/A,N/A,N/A,N/A,N/A,N/A
satraplatin,N/A,N/A,N/A,N/A,N/A,N/A
GLUD1,N/A,N/A,N/A,N/A,N/A,N/A
5-nitro-2-(3-phenylpropylamino)benzoic acid,N/A,N/A,N/A,N/A,N/A,N/A
Brd4,N/A,N/A,N/A,N/A,N/A,N/A
SUZ12,N/A,N/A,N/A,N/A,N/A,N/A
MEST,N/A,N/A,N/A,N/A,N/A,N/A
5-fluorouridine,N/A,N/A,N/A,N/A,N/A,N/A
SAC3D1,N/A,N/A,N/A,N/A,N/A,N/A
ITPRID2,N/A,N/A,N/A,N/A,N/A,N/A
IL19,N/A,N/A,N/A,N/A,N/A,N/A
acacetin,N/A,N/A,N/A,N/A,N/A,N/A
1-deoxysphinganine,N/A,N/A,N/A,N/A,N/A,N/A
ARHGAP1,N/A,N/A,N/A,N/A,N/A,N/A
trimethyltin,N/A,N/A,N/A,N/A,N/A,N/A
CTSA,N/A,N/A,N/A,N/A,N/A,N/A
CC-885,N/A,N/A,N/A,N/A,N/A,N/A
LMCD1,N/A,N/A,N/A,N/A,N/A,N/A
RSL1D1,N/A,N/A,N/A,N/A,N/A,N/A
"SREBP1A,1C:NF-Y:SP1:FASN gene",N/A,N/A,N/A,N/A,N/A,N/A
RNMT,N/A,N/A,N/A,N/A,N/A,N/A
TRIB3:CHAC1 gene,N/A,N/A,N/A,N/A,N/A,N/A
ELAVL4,N/A,N/A,N/A,N/A,N/A,N/A
cinnamon powder,N/A,N/A,N/A,N/A,N/A,N/A
ACACA,N/A,N/A,N/A,N/A,N/A,N/A
OSTM1,N/A,N/A,N/A,N/A,N/A,N/A
LINC02418,N/A,N/A,N/A,N/A,N/A,N/A
FGF13,N/A,N/A,N/A,N/A,N/A,N/A
PI3K class I,N/A,N/A,N/A,N/A,N/A,N/A
origanum majorana extract,N/A,N/A,N/A,N/A,N/A,N/A
P5091,N/A,N/A,N/A,N/A,N/A,N/A
ABLIM3,N/A,N/A,N/A,N/A,N/A,N/A
pseudolaric acid B,N/A,N/A,N/A,N/A,N/A,N/A
MAP kinase kinase inhibitor,N/A,N/A,N/A,N/A,N/A,N/A
TRIP12,N/A,N/A,N/A,N/A,N/A,N/A
BTBD7,N/A,N/A,N/A,N/A,N/A,N/A
USP35,N/A,N/A,N/A,N/A,N/A,N/A
iron dextran,N/A,N/A,N/A,N/A,N/A,N/A
GNL3,N/A,N/A,N/A,N/A,N/A,N/A
PPP2R5B,N/A,N/A,N/A,N/A,N/A,N/A
MZB1,N/A,N/A,N/A,N/A,N/A,N/A
MYC:MAX:CDC25A gene,N/A,N/A,N/A,N/A,N/A,N/A
Gm35986,N/A,N/A,N/A,N/A,N/A,N/A
4-hydroxyhexenal,N/A,N/A,N/A,N/A,N/A,N/A
PD-1/PD-L1 inhibitor 3,N/A,N/A,N/A,N/A,N/A,N/A
A130040M12Rik,N/A,N/A,N/A,N/A,N/A,N/A
PTPRU,N/A,N/A,N/A,N/A,N/A,N/A
Ala-Tyr-Pro-Gly-Lys-Phe-NH2,N/A,N/A,N/A,N/A,N/A,N/A
USE1,N/A,N/A,N/A,N/A,N/A,N/A
discodermolide,N/A,N/A,N/A,N/A,N/A,N/A
CLK,N/A,N/A,N/A,N/A,N/A,N/A
ND-13,N/A,N/A,N/A,N/A,N/A,N/A
TAK-632,N/A,N/A,N/A,N/A,N/A,N/A
BI113823,N/A,N/A,N/A,N/A,N/A,N/A
methylpiperidinyl-3b-hydroxycholenamide,N/A,N/A,N/A,N/A,N/A,N/A
LRRN1,N/A,N/A,N/A,N/A,N/A,N/A
Rps15a-ps4,N/A,N/A,N/A,N/A,N/A,N/A
2-[[4-[(e)-styryl]phenoxy]methyl]oxirane,N/A,N/A,N/A,N/A,N/A,N/A
TWIST1:RUNX2 gene,N/A,N/A,N/A,N/A,N/A,N/A
GNPTAB,N/A,N/A,N/A,N/A,N/A,N/A
A-Fos,N/A,N/A,N/A,N/A,N/A,N/A
Integrin alpha V beta 3,N/A,N/A,N/A,N/A,N/A,N/A
dinitrophenyl R group,N/A,N/A,N/A,N/A,N/A,N/A
MLS000389544,N/A,N/A,N/A,N/A,N/A,N/A
PPP5C,N/A,N/A,N/A,N/A,N/A,N/A
atrasentan,N/A,N/A,N/A,N/A,N/A,N/A
L 745337,N/A,N/A,N/A,N/A,N/A,N/A
sphingomyelinase,N/A,N/A,N/A,N/A,N/A,N/A
GKN1,N/A,N/A,N/A,N/A,N/A,N/A
HAS1,N/A,N/A,N/A,N/A,N/A,N/A
SDC1,N/A,N/A,N/A,N/A,N/A,N/A
miR-125a-3p (miRNAs w/seed CAGGUGA),N/A,N/A,N/A,N/A,N/A,N/A
beta-tocopherol,N/A,N/A,N/A,N/A,N/A,N/A
nitecapone,N/A,N/A,N/A,N/A,N/A,N/A
SERBP1,N/A,N/A,N/A,N/A,N/A,N/A
HCFC1,N/A,N/A,N/A,N/A,N/A,N/A
"NPAS4:ARNT2,(NPAS4:ARNT,NPAS4:ARNTL):BDNF gene",N/A,N/A,N/A,N/A,N/A,N/A
TAS-103,N/A,N/A,N/A,N/A,N/A,N/A
MIR143-145a,N/A,N/A,N/A,N/A,N/A,N/A
RUNX1 mRNA:miR-17 Nonendonucleolytic RISC,N/A,N/A,N/A,N/A,N/A,N/A
"2-methoxy-5-(2',3',4'-trimethoxyphenyl)-2,4,6-cycloheptatrien-1-one",N/A,N/A,N/A,N/A,N/A,N/A
G141,N/A,N/A,N/A,N/A,N/A,N/A
4-nitrophenol,N/A,N/A,N/A,N/A,N/A,N/A
MRPL52,N/A,N/A,N/A,N/A,N/A,N/A
myosin light chain kinase,N/A,N/A,N/A,N/A,N/A,N/A
"3,4-dihydroxyphenylethanol",N/A,N/A,N/A,N/A,N/A,N/A
HO-3867 derivative 1,N/A,N/A,N/A,N/A,N/A,N/A
mir-149,N/A,N/A,N/A,N/A,N/A,N/A
ErSO,N/A,N/A,N/A,N/A,N/A,N/A
atamparib,N/A,N/A,N/A,N/A,N/A,N/A
PIM3,N/A,N/A,N/A,N/A,N/A,N/A
HESX1,N/A,N/A,N/A,N/A,N/A,N/A
PS-1145,N/A,N/A,N/A,N/A,N/A,0
BIN1,N/A,N/A,N/A,N/A,N/A,N/A
TBX4,N/A,N/A,N/A,N/A,N/A,N/A
RAB37,N/A,N/A,N/A,N/A,N/A,N/A
HRH1,N/A,N/A,N/A,N/A,N/A,N/A
metyrapone,N/A,N/A,N/A,N/A,N/A,N/A
JMJD1C,N/A,N/A,N/A,N/A,N/A,N/A
MARK4,N/A,N/A,N/A,N/A,N/A,N/A
sodium trisulfide,N/A,N/A,N/A,N/A,N/A,N/A
alpha-hederin,N/A,N/A,N/A,N/A,N/A,N/A
A-443654,N/A,N/A,N/A,N/A,N/A,N/A
THRSP,N/A,N/A,N/A,N/A,N/A,N/A
16:0/20:4 phosphatidylcholine,N/A,N/A,N/A,N/A,N/A,N/A
COL10A1,N/A,N/A,N/A,N/A,N/A,N/A
RHOBTB3,N/A,N/A,N/A,N/A,N/A,N/A
MYLK,N/A,N/A,N/A,N/A,N/A,N/A
miR-148b-5p (and other miRNAs w/seed AGUUCUG),N/A,N/A,N/A,N/A,N/A,N/A
tandutinib,N/A,N/A,N/A,N/A,N/A,N/A
barium chloride,N/A,N/A,N/A,N/A,N/A,N/A
A 71915,N/A,N/A,N/A,N/A,N/A,N/A
WDR82,N/A,N/A,N/A,N/A,N/A,N/A
BOP1,N/A,N/A,N/A,N/A,N/A,N/A
RPS6KA1,N/A,N/A,N/A,N/A,N/A,N/A
2-mercaptoethanol,N/A,N/A,N/A,N/A,N/A,N/A
CSH1/CSH2,N/A,N/A,N/A,N/A,N/A,N/A
TTI-101,N/A,N/A,N/A,N/A,N/A,N/A
AN-207,N/A,N/A,N/A,N/A,N/A,N/A
melissa officinalis essential oil,N/A,N/A,N/A,N/A,N/A,N/A
HAND2-AS1,N/A,N/A,N/A,N/A,N/A,N/A
glucose oxidase,N/A,N/A,N/A,N/A,N/A,N/A
ATN1,N/A,N/A,N/A,N/A,N/A,N/A
NPC1L1,N/A,N/A,N/A,N/A,N/A,N/A
PTPRE,N/A,N/A,N/A,N/A,N/A,N/A
PMS2,N/A,N/A,N/A,N/A,N/A,N/A
mercuric chloride,N/A,N/A,N/A,N/A,N/A,N/A
JAM3,N/A,N/A,N/A,N/A,N/A,N/A
ARMC10,N/A,N/A,N/A,N/A,N/A,N/A
STEAP1,N/A,N/A,N/A,N/A,N/A,N/A
anti-miR-302d,N/A,N/A,N/A,N/A,N/A,N/A
2-aminoethoxydiphenylborane,N/A,N/A,N/A,N/A,N/A,N/A
PDGFRA/PDGFRB,N/A,N/A,N/A,N/A,N/A,N/A
malolactomycin D,N/A,N/A,N/A,N/A,N/A,N/A
ABL1/2,N/A,N/A,N/A,N/A,N/A,N/A
saikosaponin A,N/A,N/A,N/A,N/A,N/A,N/A
LY5,N/A,N/A,N/A,N/A,N/A,N/A
"FOXO3,(FOXO1,FOXO4):SMAD2/3:SMAD4:CDKN1A gene",N/A,N/A,N/A,N/A,N/A,N/A
mir-224,N/A,N/A,N/A,N/A,N/A,N/A
SYNPO,N/A,N/A,N/A,N/A,N/A,N/A
CYP,N/A,N/A,N/A,N/A,N/A,N/A
ENTPD1,N/A,N/A,N/A,N/A,N/A,N/A
atomoxetine,N/A,N/A,N/A,N/A,N/A,N/A
DACT3,N/A,N/A,N/A,N/A,N/A,N/A
RALGDS,N/A,N/A,N/A,N/A,N/A,N/A
MFF,N/A,N/A,N/A,N/A,N/A,N/A
ENKUR,N/A,N/A,N/A,N/A,N/A,N/A
yohimbine,N/A,N/A,N/A,N/A,N/A,N/A
NSA2,N/A,N/A,N/A,N/A,N/A,N/A
miR-4689 (and other miRNAs w/seed UGAGGAG),N/A,N/A,N/A,N/A,N/A,N/A
propranolol,N/A,N/A,N/A,N/A,N/A,N/A
JTE-013,N/A,N/A,N/A,N/A,N/A,N/A
myristoylated protein kinase A inhibitor 14-22 amide,N/A,N/A,N/A,N/A,N/A,N/A
farnesyltransferase inhibitor,N/A,N/A,N/A,N/A,N/A,N/A
ANKRD13C,N/A,N/A,N/A,N/A,N/A,N/A
dynasore,N/A,N/A,N/A,N/A,N/A,N/A
KRT10,N/A,N/A,N/A,N/A,N/A,N/A
myristic acid,N/A,N/A,N/A,N/A,N/A,N/A
ARL13B,N/A,N/A,N/A,N/A,N/A,N/A
tirapazamine,N/A,N/A,N/A,N/A,N/A,N/A
ACAN,N/A,N/A,N/A,N/A,N/A,N/A
SP2,N/A,N/A,N/A,N/A,N/A,N/A
RNPS1,N/A,N/A,N/A,N/A,N/A,N/A
CACNA2D1,N/A,N/A,N/A,N/A,N/A,N/A
flunarizine,N/A,N/A,N/A,N/A,N/A,N/A
ML171,N/A,N/A,N/A,N/A,N/A,N/A
chartreusin,N/A,N/A,N/A,N/A,N/A,N/A
MRPL35,N/A,N/A,N/A,N/A,N/A,N/A
DMRT1:SOX9 gene,N/A,N/A,N/A,N/A,N/A,N/A
FGL1,N/A,N/A,N/A,N/A,N/A,N/A
PI-103,N/A,N/A,N/A,N/A,N/A,N/A
MORC2,N/A,N/A,N/A,N/A,N/A,N/A
17alpha-hydroxyprogesterone caproate,N/A,N/A,N/A,N/A,N/A,N/A
DTL,N/A,N/A,N/A,N/A,N/A,N/A
KB-R7785,N/A,N/A,N/A,N/A,N/A,N/A
TARS2,N/A,N/A,N/A,N/A,N/A,N/A
milrinone,N/A,N/A,N/A,N/A,N/A,N/A
RUNX1 mRNA:miR-18a RISC,N/A,N/A,N/A,N/A,N/A,N/A
GFRA2,N/A,N/A,N/A,N/A,N/A,N/A
uridine diphosphate,N/A,N/A,N/A,N/A,N/A,N/A
ganglioside GT1,N/A,N/A,N/A,N/A,N/A,N/A
opioid,N/A,N/A,N/A,N/A,N/A,N/A
scutellarin,N/A,N/A,N/A,N/A,N/A,N/A
MYL2,N/A,N/A,N/A,N/A,N/A,N/A
XPO7,N/A,N/A,N/A,N/A,N/A,N/A
edratide,N/A,N/A,N/A,N/A,N/A,N/A
PACSIN2,N/A,N/A,N/A,N/A,N/A,N/A
FRMD6,N/A,0,N/A,N/A,N/A,N/A
NPIPA5 (includes others),N/A,N/A,N/A,N/A,N/A,N/A
miricorilant,N/A,N/A,N/A,N/A,0,N/A
GLI2 gene:GLI3R,N/A,N/A,N/A,N/A,N/A,N/A
DLL3,N/A,N/A,N/A,N/A,N/A,N/A
4-coumaric acid,N/A,N/A,N/A,N/A,N/A,N/A
glycerol,N/A,N/A,N/A,N/A,N/A,N/A
S-equol,N/A,N/A,N/A,N/A,N/A,N/A
PLAC1,N/A,N/A,N/A,N/A,N/A,N/A
RMI2,N/A,N/A,N/A,N/A,N/A,N/A
CITCO,N/A,N/A,N/A,N/A,N/A,N/A
G protein i,N/A,N/A,N/A,N/A,N/A,N/A
miR-518a-5p (and other miRNAs w/seed UGCAAAG),N/A,N/A,N/A,N/A,N/A,N/A
LGH447,N/A,N/A,N/A,N/A,N/A,N/A
FENDRR,N/A,N/A,N/A,N/A,N/A,N/A
NIBAN2,N/A,N/A,N/A,N/A,N/A,N/A
RND2,N/A,N/A,N/A,N/A,N/A,N/A
Tug1,N/A,N/A,0,N/A,N/A,N/A
CCR8,N/A,N/A,N/A,N/A,N/A,N/A
fluvoxamine,N/A,N/A,N/A,N/A,N/A,N/A
betamethasone,N/A,N/A,N/A,N/A,N/A,N/A
TNFRSF18,N/A,N/A,N/A,N/A,N/A,N/A
GTPBP4,N/A,N/A,N/A,N/A,N/A,N/A
tetrathiomolybdate,N/A,N/A,N/A,N/A,N/A,N/A
ZNF423,N/A,N/A,N/A,N/A,N/A,N/A
intralipid,N/A,N/A,N/A,N/A,N/A,N/A
SMYD3,N/A,N/A,N/A,N/A,N/A,N/A
DLGAP1,N/A,N/A,N/A,N/A,N/A,N/A
RBM39,N/A,N/A,N/A,N/A,N/A,N/A
(E)-1-(2-nitrovinyl)naphthalene,N/A,N/A,N/A,N/A,N/A,N/A
UIMC1,N/A,N/A,N/A,N/A,N/A,N/A
importin alpha,N/A,N/A,N/A,N/A,N/A,N/A
muristerone A,N/A,N/A,N/A,0,N/A,N/A
HAS3,N/A,N/A,N/A,N/A,N/A,N/A
KIN001-043,N/A,N/A,N/A,N/A,N/A,N/A
"D-Pen-2,5-enkephalin",N/A,N/A,N/A,N/A,N/A,N/A
elesclomol,N/A,N/A,N/A,N/A,N/A,N/A
DDX28,N/A,N/A,N/A,N/A,N/A,N/A
H4C16,N/A,N/A,N/A,N/A,N/A,N/A
verdinexor,N/A,N/A,N/A,N/A,N/A,N/A
mir-766,N/A,N/A,N/A,N/A,N/A,N/A
lauroylcarnitine,N/A,N/A,N/A,N/A,N/A,N/A
BDKRB1,N/A,N/A,N/A,N/A,N/A,N/A
chondroitin sulfate,N/A,N/A,N/A,N/A,N/A,N/A
lnc-C5orf42-1,N/A,N/A,N/A,N/A,N/A,N/A
CCDC169-SOHLH2,N/A,N/A,N/A,N/A,N/A,N/A
MYOG,N/A,N/A,N/A,N/A,N/A,N/A
MM218,N/A,N/A,N/A,N/A,N/A,N/A
HSPA4,N/A,N/A,N/A,N/A,N/A,N/A
lamotrigine,N/A,N/A,N/A,N/A,N/A,N/A
Muc1,N/A,N/A,N/A,N/A,N/A,N/A
miR-100-5p (and other miRNAs w/seed ACCCGUA),N/A,N/A,N/A,N/A,N/A,N/A
1-docosapentaenoylglycerol,N/A,N/A,N/A,N/A,N/A,N/A
BCAT2,N/A,N/A,N/A,N/A,N/A,N/A
MGST3,N/A,N/A,N/A,N/A,N/A,N/A
ASPH,N/A,N/A,N/A,N/A,N/A,N/A
AI-14-91,N/A,N/A,N/A,N/A,N/A,N/A
PCDH9,N/A,N/A,N/A,N/A,N/A,N/A
"1alpha,25-dihydroxy-previtamin D3",N/A,N/A,N/A,N/A,N/A,N/A
PWARSN,N/A,N/A,N/A,N/A,N/A,N/A
UCP3,N/A,N/A,N/A,N/A,N/A,N/A
miR-545-3p (miRNAs w/seed CAGCAAA),N/A,N/A,N/A,N/A,N/A,N/A
ELK4,N/A,N/A,N/A,N/A,N/A,N/A
17-epi-resolvin D1,N/A,N/A,N/A,N/A,N/A,N/A
RPL37,N/A,N/A,N/A,N/A,N/A,N/A
7beta-hydroxycholesterol,N/A,N/A,N/A,N/A,N/A,N/A
Cyp2c23,N/A,N/A,N/A,N/A,N/A,N/A
isoacteoside,N/A,N/A,N/A,N/A,N/A,N/A
RUNX1:CBFB:MYL9 gene,N/A,N/A,N/A,N/A,N/A,N/A
bis-T-23,N/A,N/A,N/A,N/A,N/A,N/A
TIFA,N/A,N/A,N/A,N/A,N/A,N/A
TRIM58,N/A,N/A,N/A,N/A,N/A,N/A
MRAS,N/A,N/A,N/A,N/A,N/A,N/A
CD300LF,N/A,N/A,N/A,N/A,N/A,N/A
RXFP2,N/A,N/A,N/A,N/A,N/A,N/A
RAMP3,N/A,N/A,N/A,N/A,N/A,N/A
lectin,N/A,N/A,N/A,N/A,N/A,N/A
diquat,N/A,N/A,N/A,N/A,N/A,N/A
PTPRF,N/A,N/A,N/A,N/A,N/A,N/A
ZNF521,N/A,N/A,N/A,N/A,N/A,N/A
SPEG,N/A,N/A,N/A,N/A,N/A,N/A
triptonide,N/A,N/A,N/A,N/A,N/A,N/A
UCHL5,N/A,N/A,N/A,N/A,N/A,N/A
TCL1A,N/A,N/A,N/A,N/A,N/A,N/A
ERN2,N/A,N/A,N/A,N/A,N/A,N/A
allyl sulfide,N/A,N/A,N/A,N/A,N/A,N/A
"8-chlorophenylthio-adenosine 3',5'-cyclic monophosphate",N/A,N/A,N/A,N/A,N/A,N/A
PRSS8,N/A,N/A,N/A,N/A,N/A,N/A
NUP155,N/A,N/A,N/A,N/A,N/A,N/A
CCR7,N/A,N/A,N/A,N/A,N/A,N/A
oxodiperoxo(pyridine-2-carboxylate)vanadate(V),N/A,N/A,N/A,N/A,N/A,N/A
alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid,N/A,N/A,N/A,N/A,N/A,N/A
TRIM44,N/A,N/A,N/A,N/A,N/A,N/A
thymeleatoxin,N/A,N/A,N/A,N/A,N/A,N/A
1-benzyl-2-phenylbenzimidazole,N/A,N/A,N/A,N/A,N/A,N/A
G-actin (family),N/A,N/A,N/A,N/A,N/A,N/A
acetylaranotin,N/A,N/A,N/A,N/A,N/A,N/A
TOPBP1,N/A,N/A,N/A,N/A,N/A,N/A
CB-PIC,N/A,N/A,N/A,N/A,N/A,N/A
MAT2B,N/A,N/A,N/A,N/A,N/A,N/A
MEP1B,N/A,N/A,N/A,N/A,N/A,N/A
apyrase,N/A,N/A,N/A,N/A,N/A,N/A
FGF23,N/A,N/A,N/A,N/A,N/A,N/A
"4,4'-diisothiocyanostilbene-2,2'-disulfonic acid",N/A,N/A,N/A,N/A,N/A,N/A
NSC 126405,N/A,N/A,N/A,N/A,N/A,N/A
KH-CB19,N/A,N/A,N/A,N/A,N/A,N/A
1-eicosapentaenoylglycerol,N/A,N/A,N/A,N/A,N/A,N/A
ARF1,N/A,N/A,N/A,N/A,N/A,N/A
RNF126,N/A,N/A,N/A,N/A,N/A,N/A
PRKD2,N/A,N/A,N/A,N/A,N/A,N/A
BHMT,N/A,N/A,N/A,N/A,N/A,N/A
OSU8-1,N/A,N/A,N/A,N/A,N/A,N/A
WWC1,N/A,N/A,N/A,N/A,N/A,0
APOH,N/A,N/A,N/A,N/A,N/A,N/A
troxerutin,N/A,N/A,N/A,N/A,N/A,N/A
Silc1,N/A,N/A,N/A,N/A,N/A,N/A
KCNN4,N/A,N/A,N/A,N/A,N/A,N/A
NBR1,N/A,N/A,N/A,N/A,N/A,N/A
CBLB,N/A,N/A,N/A,N/A,N/A,N/A
mir-661,N/A,N/A,N/A,N/A,N/A,N/A
STAG3,N/A,N/A,N/A,N/A,N/A,N/A
dibucaine,N/A,N/A,N/A,N/A,N/A,N/A
SERTAD1,N/A,N/A,N/A,N/A,N/A,N/A
mir-504,N/A,N/A,N/A,N/A,N/A,N/A
safrole,N/A,N/A,N/A,N/A,N/A,N/A
TTYH1,N/A,N/A,N/A,N/A,N/A,N/A
GPC2,N/A,N/A,N/A,N/A,N/A,N/A
MBIP,N/A,N/A,N/A,N/A,N/A,N/A
zotatifin,N/A,N/A,N/A,N/A,N/A,N/A
PPP1R3G,N/A,N/A,N/A,N/A,N/A,N/A
MCM7,N/A,N/A,N/A,N/A,N/A,N/A
SVIL,N/A,N/A,N/A,N/A,N/A,N/A
TRERF1,N/A,N/A,N/A,N/A,N/A,N/A
lumichrome,N/A,N/A,N/A,N/A,N/A,N/A
protocatechuic acid,N/A,N/A,N/A,N/A,N/A,N/A
E2F/DP1,N/A,N/A,N/A,N/A,N/A,N/A
β-catenin-BCL9-PYGO-TCF/LEF,N/A,N/A,N/A,N/A,N/A,N/A
BBS2,N/A,N/A,N/A,N/A,N/A,N/A
ARHGEF12,N/A,N/A,N/A,N/A,N/A,N/A
PEX2,N/A,N/A,N/A,N/A,N/A,N/A
STEAP4,N/A,N/A,0,N/A,N/A,N/A
EDIL3,N/A,N/A,N/A,N/A,N/A,N/A
fungal taxol,N/A,N/A,N/A,N/A,N/A,N/A
"eicosa-11Z, 14Z-dienoic acid",N/A,N/A,N/A,N/A,N/A,N/A
APC (complex),N/A,N/A,N/A,N/A,N/A,N/A
KYT-1,N/A,N/A,N/A,N/A,N/A,N/A
PDIA6,N/A,N/A,N/A,N/A,N/A,N/A
SLC7A11,N/A,N/A,N/A,N/A,N/A,N/A
ASGR1,N/A,N/A,N/A,N/A,N/A,N/A
adaphostin,N/A,N/A,N/A,N/A,N/A,N/A
C2CD5,N/A,N/A,N/A,N/A,N/A,N/A
STX2,N/A,N/A,N/A,N/A,N/A,N/A
pro-inflammatory cytokine,N/A,N/A,N/A,N/A,N/A,N/A
GBX2,N/A,N/A,N/A,N/A,N/A,N/A
nolatrexed,N/A,N/A,N/A,N/A,N/A,N/A
A-485,N/A,N/A,N/A,N/A,N/A,N/A
FAM120B,N/A,N/A,N/A,N/A,N/A,N/A
levistilide A,N/A,N/A,N/A,N/A,N/A,N/A
SMAD2/3/4,N/A,N/A,N/A,N/A,N/A,N/A
capsazepine,N/A,N/A,N/A,N/A,N/A,N/A
ROBO4,N/A,N/A,N/A,N/A,N/A,N/A
sesame oil,N/A,N/A,N/A,N/A,N/A,N/A
CSNK1E,N/A,N/A,N/A,N/A,N/A,N/A
TBC1D16,N/A,N/A,N/A,N/A,N/A,N/A
PITPNA,N/A,N/A,N/A,N/A,N/A,N/A
RDX,N/A,N/A,N/A,N/A,N/A,N/A
PSMC3IP,N/A,N/A,N/A,N/A,N/A,N/A
GRM group I,N/A,N/A,N/A,N/A,N/A,N/A
BABAM2,N/A,N/A,N/A,N/A,N/A,N/A
PRDM8,N/A,N/A,N/A,N/A,N/A,N/A
flotillin,N/A,N/A,N/A,N/A,N/A,N/A
hydroxychloroquine,N/A,N/A,N/A,N/A,N/A,N/A
nickel sulfide,N/A,N/A,N/A,N/A,N/A,N/A
mir-602,N/A,N/A,N/A,N/A,N/A,N/A
GDC-0623,N/A,N/A,N/A,N/A,N/A,N/A
Usp17la (includes others),N/A,N/A,N/A,N/A,N/A,N/A
Mitochondrial ETC 1,N/A,N/A,N/A,N/A,N/A,N/A
conduritol epoxide,N/A,N/A,N/A,N/A,N/A,N/A
CSNK2A2,N/A,N/A,N/A,N/A,N/A,N/A
MUC2,N/A,N/A,N/A,N/A,N/A,N/A
DIRAS2,N/A,N/A,N/A,N/A,N/A,N/A
defibrotide,N/A,N/A,N/A,N/A,N/A,N/A
PNU-74654,N/A,N/A,N/A,N/A,N/A,N/A
ATF3:ATF4:CEBPB:CHAC1 gene,N/A,N/A,N/A,N/A,N/A,N/A
EN1,N/A,N/A,N/A,N/A,N/A,N/A
chloroform,N/A,N/A,N/A,N/A,N/A,N/A
ABI1,N/A,N/A,N/A,N/A,N/A,N/A
KLF8,N/A,N/A,N/A,N/A,N/A,N/A
HECTD2,N/A,N/A,N/A,N/A,N/A,N/A
